strain	date	predicted_date	variant
sequence_fume	2021.54794520548	2021.55068493151	Alpha
sequence_fumx	2021.38904109589	2021.39178082192	Omicron
sequence_fuoc	2021.55890410959	2021.56164383562	Alpha
sequence_fuqj	2021.88493150685	2021.8904109589	Delta
sequence_furb	2021.99178082192	2021.99726027397	Omicron
sequence_fusj	2021.8904109589	2021.89315068493	Omicron
sequence_futd	2021.96438356164	2021.9698630137	Omicron
sequence_futy	2021.79726027397	2021.8	Omicron
sequence_fuwl	2021.47397260274	2021.47945205479	Alpha
sequence_fuxm	2021.51232876712	2021.51506849315	Delta
sequence_fuyo	2021.53424657534	2021.5397260274	Delta
sequence_fuzc	2021.34246575342	2021.34794520548	Alpha
sequence_fvah	2021.67945205479	2021.68219178082	Delta
sequence_fvai	2021.83835616438	2021.84109589041	Omicron
sequence_fvcd	2021.39726027397	2021.40273972603	Alpha
sequence_fvdi	2021.84109589041	2021.84657534247	Alpha
sequence_fvgl	2021.09589041096	2021.09863013699	Omicron
sequence_fvin	2021.6301369863	2021.63561643836	Delta
sequence_fvip	2021.40547945205	2021.40821917808	Alpha
sequence_fvjp	2021.33150684932	2021.33698630137	Omicron
sequence_fvjr	2021.68493150685	2021.68767123288	Delta
sequence_fvmc	2021.36438356164	2021.3698630137	Delta
sequence_fvnq	2021.56712328767	2021.57260273973	Delta
sequence_fvot	2021.88493150685	2021.8904109589	Omicron
sequence_fvow	2021.90136986301	2021.90410958904	Alpha
sequence_fvpk	2021.54246575342	2021.54520547945	Omicron
sequence_fvpm	2021.68493150685	2021.6904109589	Omicron
sequence_fvqn	2021.22465753425	2021.22739726027	Alpha
sequence_fvqo	2021.8	2021.80273972603	Omicron
sequence_fvrs	2021.63561643836	2021.64109589041	Alpha
sequence_fvsc	2021.95342465753	2021.95616438356	Omicron
sequence_fvtb	2021.92328767123	2021.92602739726	Alpha
sequence_fvtj	2021.78356164384	2021.78904109589	Omicron
sequence_fvyb	2021.72602739726	2021.73150684932	Omicron
sequence_fvzg	2021.29863013699	2021.30136986301	Alpha
sequence_fvzj	2021.6602739726	2021.66301369863	Alpha
sequence_fvzy	2021.44657534247	2021.44931506849	Omicron
sequence_fwab	2021.85753424658	2021.86301369863	Omicron
sequence_fwae	2021.17534246575	2021.17808219178	Alpha
sequence_fwbk	2021.37808219178	2021.38082191781	Omicron
sequence_fwbr	2021.37260273973	2021.37808219178	Alpha
sequence_fwca	2021.94520547945	2021.95068493151	Alpha
sequence_fwce	2021.5095890411	2021.51506849315	Delta
sequence_fwcx	2021.57808219178	2021.58082191781	Omicron
sequence_fwdb	2021.52876712329	2021.53150684932	Delta
sequence_fwdt	2021.87945205479	2021.88493150685	Alpha
sequence_fweg	2021.58082191781	2021.58356164384	Omicron
sequence_fwgv	2021.33424657534	2021.3397260274	Alpha
sequence_fwjk	2021.92602739726	2021.92876712329	Omicron
sequence_fwjs	2021.30410958904	2021.3095890411	Delta
sequence_fwjy	2021.92876712329	2021.93150684932	Delta
sequence_fwkp	2021.95342465753	2021.95890410959	Omicron
sequence_fwkv	2021.31780821918	2021.32054794521	Delta
sequence_fwmr	2021.59178082192	2021.59452054795	Alpha
sequence_fwpa	2021.01917808219	2021.02465753425	Omicron
sequence_fwqy	2021.80273972603	2021.80547945205	Omicron
sequence_fwse	2021.20821917808	2021.21369863014	Delta
sequence_fwun	2021.60273972603	2021.60547945205	Alpha
sequence_fwyl	2021.98082191781	2021.98356164384	Delta
sequence_fxay	2021.92876712329	2021.93150684932	Omicron
sequence_fxbh	2021.86849315069	2021.87397260274	Alpha
sequence_fxbq	2021.82739726027	2021.83287671233	Alpha
sequence_fxcg	2021.4301369863	2021.43561643836	Delta
sequence_fxcq	2021.9397260274	2021.94246575342	Delta
sequence_fxcs	2021.41643835616	2021.42191780822	Omicron
sequence_fxdr	2021.89589041096	2021.89863013699	Delta
sequence_fxeh	2021.48493150685	2021.4904109589	Omicron
sequence_fxei	2021.53424657534	2021.5397260274	Delta
sequence_fxge	2021.80821917808	2021.81095890411	Omicron
sequence_fxgn	2021.96712328767	2021.9698630137	Omicron
sequence_fxil	2021.41095890411	2021.41643835616	Omicron
sequence_fxim	2021.34246575342	2021.34794520548	Alpha
sequence_fxkb	2021.81095890411	2021.81369863014	Alpha
sequence_fxlr	2021.2	2021.20273972603	Delta
sequence_fxmt	2021.98904109589	2021.99452054795	Alpha
sequence_fxmy	2021.98630136986	2021.99178082192	Delta
sequence_fxnm	2021.57260273973	2021.57534246575	Omicron
sequence_fxpd	2021.42191780822	2021.42739726027	Delta
sequence_fxsd	2021.90684931507	2021.9095890411	Alpha
sequence_fxsk	2021.29315068493	2021.29589041096	Omicron
sequence_fxsv	2021.93424657534	2021.93698630137	Delta
sequence_fxsy	2021.41917808219	2021.42191780822	Alpha
sequence_fxta	2021.91780821918	2021.92328767123	Omicron
sequence_fxwg	2021.83287671233	2021.83835616438	Omicron
sequence_fxyw	2021.9397260274	2021.94520547945	Delta
sequence_fxzj	2021.94246575342	2021.94520547945	Delta
sequence_fyar	2021.74794520548	2021.75342465753	Delta
sequence_fygl	2021.41369863014	2021.41643835616	Alpha
sequence_fygt	2021.93150684932	2021.93424657534	Alpha
sequence_fyhs	2021.30684931507	2021.31232876712	Omicron
sequence_fyjp	2021.77808219178	2021.78082191781	Alpha
sequence_fyjq	2021.83561643836	2021.84109589041	Omicron
sequence_fykb	2021.35068493151	2021.35342465753	Omicron
sequence_fyks	2021.38082191781	2021.38630136986	Delta
sequence_fyla	2021.60821917808	2021.61095890411	Alpha
sequence_fylb	2021.35616438356	2021.36164383562	Omicron
sequence_fyno	2021.08219178082	2021.08767123288	Omicron
sequence_fyns	2021.83561643836	2021.84109589041	Omicron
sequence_fyov	2021.29863013699	2021.30136986301	Delta
sequence_fypa	2021.52602739726	2021.53150684932	Alpha
sequence_fyse	2021.23561643836	2021.23835616438	Omicron
sequence_fytc	2021.5698630137	2021.57534246575	Alpha
sequence_fytq	2021.82739726027	2021.83287671233	Delta
sequence_fyur	2021.88493150685	2021.8904109589	Alpha
sequence_fyvj	2021.96164383562	2021.96712328767	Omicron
sequence_fywa	2021.4301369863	2021.43287671233	Alpha
sequence_fywv	2021.75342465753	2021.75890410959	Alpha
sequence_fyza	2021.38630136986	2021.39178082192	Omicron
sequence_fyzm	2021.52328767123	2021.52602739726	Delta
sequence_fyzp	2021.52876712329	2021.53150684932	Alpha
sequence_fyzq	2021.92876712329	2021.93150684932	Alpha
sequence_fyzs	2021.98082191781	2021.98356164384	Alpha
sequence_fyzw	2021.13424657534	2021.1397260274	Alpha
sequence_fzak	2021.52328767123	2021.52876712329	Alpha
sequence_fzar	2021.9095890411	2021.91506849315	Omicron
sequence_fzay	2021.87671232877	2021.87945205479	Omicron
sequence_fzct	2021.03561643836	2021.03835616438	Delta
sequence_fzde	2021.52876712329	2021.53424657534	Omicron
sequence_fzdn	2021.01095890411	2021.01369863014	Delta
sequence_fzgh	2021.91780821918	2021.92328767123	Alpha
sequence_fzgx	2021.16712328767	2021.1698630137	Alpha
sequence_fzhj	2021.58630136986	2021.58904109589	Omicron
sequence_fzjb	2021.59452054795	2021.6	Delta
sequence_fzju	2021.49863013699	2021.50136986301	Omicron
sequence_fzlh	2021.64931506849	2021.65479452055	Delta
sequence_fzls	2021.78356164384	2021.78630136986	Omicron
sequence_fzmo	2021.86849315069	2021.87397260274	Alpha
sequence_fzms	2021.85205479452	2021.85479452055	Delta
sequence_fzok	2021.35342465753	2021.35890410959	Alpha
sequence_fzqe	2021.41917808219	2021.42465753425	Delta
sequence_fzqi	2021.97534246575	2021.97808219178	Delta
sequence_fzqy	2021.23835616438	2021.24383561644	Alpha
sequence_fzrn	2021.94520547945	2021.94794520548	Alpha
sequence_fzrw	2021.52602739726	2021.52876712329	Omicron
sequence_fzsu	2021.82739726027	2021.83287671233	Delta
sequence_fztm	2021.7397260274	2021.74520547945	Alpha
sequence_fzup	2021.93150684932	2021.93698630137	Omicron
sequence_fzwy	2021.79178082192	2021.79452054795	Omicron
sequence_gabm	2021.21917808219	2021.22191780822	Omicron
sequence_gadc	2021.87945205479	2021.88493150685	Omicron
sequence_gadk	2021.2301369863	2021.23561643836	Omicron
sequence_gadn	2021.98356164384	2021.98630136986	Omicron
sequence_gafq	2021.37260273973	2021.37534246575	Omicron
sequence_gafs	2021.83561643836	2021.83835616438	Delta
sequence_gahq	2021.53150684932	2021.53424657534	Alpha
sequence_gaiy	2021.90136986301	2021.90684931507	Alpha
sequence_gajm	2021.98904109589	2021.99452054795	Alpha
sequence_gajo	2021.10684931507	2021.11232876712	Omicron
sequence_gajw	2021.04657534247	2021.05205479452	Alpha
sequence_gale	2021.84109589041	2021.84383561644	Delta
sequence_gaoy	2021.97260273973	2021.97808219178	Delta
sequence_gaqz	2021.82739726027	2021.83287671233	Alpha
sequence_gaty	2021.14246575342	2021.14794520548	Omicron
sequence_gavh	2021.09315068493	2021.09589041096	Alpha
sequence_gavn	2021.85479452055	2021.8602739726	Alpha
sequence_gavs	2021.93150684932	2021.93424657534	Omicron
sequence_gbah	2021.92876712329	2021.93150684932	Alpha
sequence_gbcj	2021.65753424658	2021.66301369863	Omicron
sequence_gbdw	2021.63835616438	2021.64109589041	Alpha
sequence_gbev	2021.59452054795	2021.59726027397	Delta
sequence_gbfj	2021.62191780822	2021.62465753425	Delta
sequence_gbfx	2021.74520547945	2021.75068493151	Delta
sequence_gbhz	2021.91506849315	2021.91780821918	Delta
sequence_gbis	2021.93424657534	2021.9397260274	Alpha
sequence_gbkp	2021.89589041096	2021.90136986301	Omicron
sequence_gbkr	2021.80547945205	2021.81095890411	Omicron
sequence_gbkw	2021.52876712329	2021.53150684932	Omicron
sequence_gbli	2021.07123287671	2021.07397260274	Omicron
sequence_gblu	2021.9095890411	2021.91506849315	Omicron
sequence_gbmd	2021.99726027397	2022	Alpha
sequence_gbmi	2021.79178082192	2021.79726027397	Alpha
sequence_gbmk	2021.33424657534	2021.3397260274	Alpha
sequence_gbne	2021.99452054795	2022	Alpha
sequence_gbpy	2021.91232876712	2021.91780821918	Omicron
sequence_gbqa	2021.90136986301	2021.90410958904	Omicron
sequence_gbqc	2021.6	2021.60547945205	Delta
sequence_gbsv	2021.95068493151	2021.95616438356	Delta
sequence_gbti	2021.83287671233	2021.83561643836	Delta
sequence_gbvk	2021.87945205479	2021.88493150685	Alpha
sequence_gbwh	2021.92602739726	2021.93150684932	Omicron
sequence_gbxm	2021.36438356164	2021.36712328767	Delta
sequence_gbzu	2021.31780821918	2021.32054794521	Delta
sequence_gcaq	2021.98904109589	2021.99178082192	Omicron
sequence_gcav	2021.84931506849	2021.85479452055	Alpha
sequence_gcda	2021.35890410959	2021.36164383562	Omicron
sequence_gcdz	2021.21917808219	2021.22191780822	Alpha
sequence_gceq	2021.68767123288	2021.69315068493	Omicron
sequence_gces	2021.27123287671	2021.27671232877	Omicron
sequence_gcfk	2021.42191780822	2021.42465753425	Delta
sequence_gcfs	2021.26575342466	2021.26849315068	Alpha
sequence_gcfz	2021.87945205479	2021.88493150685	Delta
sequence_gcjh	2021.96164383562	2021.96438356164	Alpha
sequence_gcle	2021.66301369863	2021.66575342466	Alpha
sequence_gcmf	2021.27397260274	2021.27671232877	Delta
sequence_gcnf	2021.98904109589	2021.99178082192	Delta
sequence_gcoa	2021.53424657534	2021.53698630137	Alpha
sequence_gcob	2021.89315068493	2021.89863013699	Alpha
sequence_gcos	2021.89863013699	2021.90136986301	Alpha
sequence_gcow	2021.3397260274	2021.34246575342	Alpha
sequence_gcse	2021.92054794521	2021.92328767123	Omicron
sequence_gcsz	2021.49863013699	2021.50136986301	Omicron
sequence_gcte	2021.62465753425	2021.62739726027	Delta
sequence_gctm	2021.64931506849	2021.65479452055	Alpha
sequence_gctr	2021.94794520548	2021.95342465753	Omicron
sequence_gcuf	2021.34520547945	2021.34794520548	Omicron
sequence_gcuz	2021.87123287671	2021.87671232877	Omicron
sequence_gcwk	2021.40547945205	2021.41095890411	Omicron
sequence_gcwt	2021.79726027397	2021.80273972603	Omicron
sequence_gcwz	2021.92054794521	2021.92328767123	Delta
sequence_gcxa	2021.65205479452	2021.65753424658	Delta
sequence_gczy	2021.9095890411	2021.91506849315	Delta
sequence_gdaj	2021.02465753425	2021.02739726027	Alpha
sequence_gdej	2021.3397260274	2021.34246575342	Alpha
sequence_gder	2021.9698630137	2021.97534246575	Delta
sequence_gdit	2021.17260273973	2021.17534246575	Omicron
sequence_gdiw	2021.26575342466	2021.26849315068	Alpha
sequence_gdjl	2021.94794520548	2021.95068493151	Alpha
sequence_gdkx	2021.52602739726	2021.52876712329	Omicron
sequence_gdlq	2021.87123287671	2021.87397260274	Delta
sequence_gdly	2021.87123287671	2021.87671232877	Alpha
sequence_gdmi	2021.57260273973	2021.57534246575	Omicron
sequence_gdmw	2021.92876712329	2021.93424657534	Alpha
sequence_gdnw	2021.93150684932	2021.93424657534	Delta
sequence_gdoc	2021.45479452055	2021.45753424658	Omicron
sequence_gdop	2021.76712328767	2021.7698630137	Alpha
sequence_gdox	2021.95616438356	2021.96164383562	Delta
sequence_gdpm	2021.39726027397	2021.4	Delta
sequence_gdqi	2021.78356164384	2021.78904109589	Delta
sequence_gdqo	2021.66301369863	2021.66849315068	Delta
sequence_gdrz	2021.94794520548	2021.95342465753	Delta
sequence_gdtw	2021.68767123288	2021.6904109589	Delta
sequence_gdum	2021.89589041096	2021.90136986301	Omicron
sequence_gduo	2021.79452054795	2021.79726027397	Omicron
sequence_gdvw	2021.58356164384	2021.58630136986	Omicron
sequence_gdxk	2021.81917808219	2021.82465753425	Omicron
sequence_gdyo	2021.46575342466	2021.46849315068	Alpha
sequence_geck	2021.26575342466	2021.27123287671	Delta
sequence_gecq	2021.96438356164	2021.96712328767	Delta
sequence_gecs	2021.7095890411	2021.71506849315	Delta
sequence_gecu	2021.92876712329	2021.93424657534	Omicron
sequence_gedh	2021.91780821918	2021.92054794521	Omicron
sequence_gefu	2021.09589041096	2021.10136986301	Delta
sequence_gehs	2021.55068493151	2021.55342465753	Omicron
sequence_geik	2021.80273972603	2021.80547945205	Delta
sequence_geja	2021.38630136986	2021.39178082192	Alpha
sequence_gejn	2021.95616438356	2021.95890410959	Alpha
sequence_gejr	2021.92876712329	2021.93150684932	Delta
sequence_gemb	2021.1397260274	2021.14246575342	Omicron
sequence_gemp	2021.66849315068	2021.67123287671	Alpha
sequence_gemr	2021.82465753425	2021.82739726027	Delta
sequence_gemw	2021.90410958904	2021.9095890411	Delta
sequence_genf	2021.10410958904	2021.1095890411	Omicron
sequence_genr	2021.2301369863	2021.23561643836	Delta
sequence_gent	2021.28493150685	2021.28767123288	Alpha
sequence_geow	2021.59726027397	2021.60273972603	Delta
sequence_geqo	2021.85205479452	2021.85753424658	Alpha
sequence_gesn	2021.92602739726	2021.93150684932	Delta
sequence_getc	2021.29315068493	2021.29589041096	Delta
sequence_geun	2021.68767123288	2021.6904109589	Alpha
sequence_geus	2021.41917808219	2021.42191780822	Alpha
sequence_gevk	2021.14246575342	2021.14794520548	Delta
sequence_gevm	2021.51506849315	2021.52054794521	Delta
sequence_gevp	2021.74246575342	2021.74520547945	Delta
sequence_gewh	2021.21369863014	2021.21917808219	Delta
sequence_gewj	2021.82465753425	2021.8301369863	Delta
sequence_gewq	2021.88219178082	2021.88767123288	Omicron
sequence_gexa	2021.96164383562	2021.96438356164	Omicron
sequence_gezr	2021.99452054795	2021.99726027397	Omicron
sequence_gfak	2021.10410958904	2021.1095890411	Omicron
sequence_gfbw	2021.7698630137	2021.77260273973	Delta
sequence_gfdk	2021.0602739726	2021.06301369863	Omicron
sequence_gfdn	2021.94794520548	2021.95068493151	Delta
sequence_gfec	2021.33698630137	2021.3397260274	Alpha
sequence_gfem	2021.34246575342	2021.34520547945	Alpha
sequence_gfhe	2021.02465753425	2021.02739726027	Alpha
sequence_gfhl	2021.79178082192	2021.79726027397	Delta
sequence_gfin	2021.50410958904	2021.5095890411	Delta
sequence_gfix	2021.80273972603	2021.80821917808	Delta
sequence_gfjb	2021.36438356164	2021.3698630137	Alpha
sequence_gfkr	2021.85205479452	2021.85479452055	Alpha
sequence_gfkv	2021.90136986301	2021.90684931507	Omicron
sequence_gflb	2021.31780821918	2021.32054794521	Delta
sequence_gfnv	2021.84931506849	2021.85205479452	Omicron
sequence_gfop	2021.38082191781	2021.38356164384	Delta
sequence_gfpb	2021.95068493151	2021.95342465753	Alpha
sequence_gfre	2021.35616438356	2021.36164383562	Alpha
sequence_gfse	2021.53424657534	2021.53698630137	Alpha
sequence_gfsu	2021.69315068493	2021.69589041096	Omicron
sequence_gfva	2021.81917808219	2021.82465753425	Alpha
sequence_gfvo	2021.24931506849	2021.25479452055	Delta
sequence_gfxl	2021.98630136986	2021.98904109589	Alpha
sequence_gfxz	2021.8904109589	2021.89315068493	Omicron
sequence_gfzi	2021.07397260274	2021.07671232877	Omicron
sequence_gfzj	2021.77808219178	2021.78356164384	Delta
sequence_ghab	2021.29863013699	2021.30136986301	Omicron
sequence_ghac	2021.52876712329	2021.53150684932	Omicron
sequence_ghax	2021.20547945205	2021.20821917808	Delta
sequence_ghbo	2021.89863013699	2021.90136986301	Delta
sequence_ghbv	2021.86301369863	2021.86575342466	Omicron
sequence_ghcn	2021.66575342466	2021.66849315068	Delta
sequence_ghdo	2021.70684931507	2021.7095890411	Omicron
sequence_ghea	2021.81917808219	2021.82191780822	Alpha
sequence_gheo	2021.83835616438	2021.84109589041	Alpha
sequence_ghew	2021.99726027397	2022	Omicron
sequence_ghfj	2021.06575342466	2021.06849315068	Delta
sequence_ghkr	2021.88767123288	2021.89315068493	Omicron
sequence_ghls	2021.66575342466	2021.66849315068	Omicron
sequence_ghmk	2021.9095890411	2021.91506849315	Delta
sequence_ghmx	2021.68767123288	2021.69315068493	Alpha
sequence_ghnc	2021.75890410959	2021.76164383562	Delta
sequence_ghnw	2021.53150684932	2021.53698630137	Omicron
sequence_ghob	2021.53150684932	2021.53424657534	Alpha
sequence_ghop	2021.85753424658	2021.86301369863	Omicron
sequence_ghpi	2021.96438356164	2021.96712328767	Delta
sequence_ghro	2021.8602739726	2021.86575342466	Alpha
sequence_ghvf	2021.55616438356	2021.56164383562	Omicron
sequence_ghvl	2021.9095890411	2021.91506849315	Omicron
sequence_ghxb	2021.92054794521	2021.92328767123	Alpha
sequence_ghyb	2021.22465753425	2021.2301369863	Alpha
sequence_ghyi	2021.87945205479	2021.88219178082	Alpha
sequence_ghzv	2021.26301369863	2021.26849315068	Omicron
sequence_gibh	2021.08493150685	2021.0904109589	Omicron
sequence_gibr	2021.9095890411	2021.91506849315	Delta
sequence_gibs	2021.85479452055	2021.8602739726	Alpha
sequence_gico	2021.6301369863	2021.63561643836	Delta
sequence_gifa	2021.52602739726	2021.53150684932	Omicron
sequence_gifn	2021.63835616438	2021.64109589041	Omicron
sequence_gihf	2021.17260273973	2021.17534246575	Alpha
sequence_gihl	2021.9698630137	2021.97534246575	Omicron
sequence_gihn	2021.92328767123	2021.92602739726	Delta
sequence_gijt	2021.94794520548	2021.95342465753	Alpha
sequence_gilh	2021.93424657534	2021.9397260274	Alpha
sequence_gilw	2021.13698630137	2021.14246575342	Omicron
sequence_gilx	2021.91232876712	2021.91780821918	Alpha
sequence_gimv	2021.04931506849	2021.05205479452	Alpha
sequence_giob	2021.54520547945	2021.55068493151	Alpha
sequence_gioh	2021.83835616438	2021.84383561644	Omicron
sequence_gipu	2021.18356164384	2021.18630136986	Omicron
sequence_gisx	2021.95068493151	2021.95616438356	Alpha
sequence_gitb	2021.6904109589	2021.69315068493	Delta
sequence_gixj	2021.69589041096	2021.70136986301	Alpha
sequence_gjce	2021.32328767123	2021.32876712329	Delta
sequence_gjcv	2021.8904109589	2021.89315068493	Delta
sequence_gjfi	2021.81917808219	2021.82465753425	Alpha
sequence_gjiv	2021.52876712329	2021.53150684932	Delta
sequence_gjkl	2021.87945205479	2021.88219178082	Delta
sequence_gjko	2021.63287671233	2021.63561643836	Delta
